K_18	K_19	G_20	K_21	K_22	K_23	G_24	G_25	G_26	G_27
200747_s_at	940.9749999999999	243.525	852.3	6475.799999999999	488.25	206.4	399.3	6745.799999999999	401.65	437.15
200748_s_at	940.9749999999999	243.525	852.3	6475.799999999999	488.25	206.4	399.3	6745.799999999999	401.65	437.15
200749_at	940.9749999999999	243.525	331.4	3263.15	488.25	206.4	399.3	7618.799999999999	401.65	437.15
200750_s_at	520.9	243.525	331.4	3263.15	1021.275	206.4	399.3	7618.799999999999	1387.65	437.15
200751_s_at	520.9	243.525	331.4	3263.15	285.3	206.4	399.3	7618.799999999999	415.4	437.15
200752_s_at	520.9	243.525	331.4	3263.15	285.3	206.4	399.3	7618.799999999999	415.4	437.15
200753_x_at	520.9	243.525	331.4	3263.15	285.3	1267.8	399.3	7618.799999999999	415.4	437.15
200754_x_at	520.9	243.525	331.4	3263.15	285.3	6269.15	399.3	7618.799999999999	415.4	437.15
200755_s_at	520.9	243.525	331.4	3263.15	285.3	6269.15	399.3	7618.799999999999	415.4	437.15
200756_x_at	520.9	243.525	302.65	3263.15	285.3	6269.15	696.925	7618.799999999999	415.4	437.15
200757_s_at	520.9	243.525	302.65	3263.15	285.3	6269.15	696.925	7618.799999999999	415.4	156.15
200758_s_at	520.9	243.525	302.65	3263.15	285.3	6269.15	696.925	7618.799999999999	415.4	156.15
200759_x_at	520.9	243.525	302.65	3263.15	285.3	6269.15	696.925	7618.799999999999	415.4	156.15
200760_s_at	983.15	243.525	302.65	3263.15	104.15	6269.15	696.925	12567.15	415.4	156.15
200761_s_at	983.15	243.525	302.65	3263.15	104.15	6269.15	696.925	12567.15	807.9	156.15
200762_at	983.15	243.525	302.65	765.65	104.15	6269.15	696.925	12567.15	807.9	156.15
200763_s_at	983.15	243.525	302.65	765.65	104.15	6269.15	696.925	12567.15	807.9	156.15
200764_s_at	983.15	243.525	302.65	765.65	104.15	6269.15	696.925	12567.15	807.9	156.15
200765_x_at	983.15	386.9	302.65	765.65	104.15	6269.15	696.925	12567.15	807.9	298.0
200766_at	983.15	386.9	302.65	765.65	104.15	6269.15	696.925	12567.15	807.9	319.3
200767_s_at	983.15	386.9	302.65	765.65	104.15	6952.549999999999	696.925	12567.15	807.9	521.8
200768_s_at	983.15	386.9	302.65	765.65	104.15	6952.549999999999	696.925	12567.15	807.9	132.15
200769_s_at	983.15	386.9	302.65	765.65	104.15	6952.549999999999	1798.15	12567.15	807.9	132.15
200770_s_at	983.15	386.9	302.65	765.65	104.15	6952.549999999999	1798.15	477.65	765.65	132.15
200771_at	983.15	386.9	302.65	765.65	104.15	6952.549999999999	1798.15	477.65	765.65	132.15
200772_x_at	983.15	386.9	302.65	765.65	415.4	6952.549999999999	1798.15	477.65	765.65	132.15
200773_x_at	983.15	386.9	302.65	765.65	415.4	6952.549999999999	1798.15	477.65	765.65	132.15
200774_at	983.15	386.9	302.65	765.65	415.4	6952.549999999999	1798.15	477.65	765.65	132.15
200775_s_at	983.15	386.9	135.15	765.65	415.4	6952.549999999999	1798.15	477.65	765.65	132.15
200776_s_at	983.15	386.9	135.15	765.65	415.4	6952.549999999999	1798.15	477.65	765.65	133.025
200777_s_at	4917.9	386.9	135.15	765.65	415.4	6952.549999999999	1798.15	477.65	765.65	133.025
200778_s_at	388.25	386.9	135.15	765.65	415.4	6952.549999999999	856.4	477.65	765.65	133.025
200779_at	388.25	386.9	135.15	425.0	415.4	6952.549999999999	856.4	477.65	765.65	133.025
200780_x_at	388.25	386.9	135.15	425.0	415.4	6952.549999999999	856.4	477.65	765.65	133.025
200781_s_at	388.25	386.9	135.15	425.0	415.4	6952.549999999999	856.4	477.65	765.65	103.65
200782_at	388.25	386.9	135.15	425.0	415.4	6952.549999999999	856.4	477.65	765.65	103.65
200783_s_at	388.25	386.9	135.15	425.0	415.4	6952.549999999999	856.4	857.4	765.65	313.5
200784_s_at	388.25	386.9	135.15	425.0	81.15	6952.549999999999	856.4	857.4	765.65	475.0
200785_s_at	388.25	386.9	135.15	425.0	81.15	6952.549999999999	856.4	857.4	765.65	287.8
200786_at	388.25	304.5	135.15	404.0	81.15	6952.549999999999	856.4	857.4	832.5999999999999	582.5
200787_s_at	388.25	164.5	135.15	291.8	81.15	6952.549999999999	856.4	857.4	832.5999999999999	671.55
200788_s_at	388.25	288.3	135.15	377.5	81.15	6952.549999999999	856.4	857.4	832.5999999999999	671.55
200789_at	388.25	314.8	135.15	562.0	81.15	6952.549999999999	856.4	857.4	832.5999999999999	671.55
200790_at	388.25	1247.5	135.15	1193.5	81.15	6952.549999999999	832.5999999999999	857.4	832.5999999999999	671.55
200791_s_at	388.25	433.3	135.15	532.3	81.15	12780.9	832.5999999999999	211.75	832.5999999999999	671.55
200792_at	388.25	815.0	1742.8000000000002	714.8	81.15	12780.9	832.5999999999999	211.75	832.5999999999999	671.55
200793_s_at	388.25	295.5	1742.8000000000002	458.0	81.15	12780.9	832.5999999999999	211.75	832.5999999999999	671.55
200794_x_at	405.4	1747.3	1742.8000000000002	1727.0	1298.15	12780.9	832.5999999999999	211.75	832.5999999999999	671.55
200795_at	405.4	73.5	1742.8000000000002	233.15	1298.15	12780.9	3517.0	211.75	832.5999999999999	671.55
200796_s_at	405.4	81.3	1742.8000000000002	233.15	1298.15	12780.9	356.9	211.75	832.5999999999999	671.55
200797_s_at	405.4	1174.3	1742.8000000000002	233.15	1298.15	12780.9	356.9	211.75	853.15	802.25
200798_x_at	405.4	156.8	1742.8000000000002	233.15	1298.15	12780.9	356.9	211.75	853.15	802.25
200799_at	405.4	548.7249999999999	1742.8000000000002	233.15	1298.15	12780.9	356.9	211.75	853.15	802.25
200800_s_at	405.4	548.7249999999999	1742.8000000000002	233.15	1298.15	12780.9	356.9	211.75	853.15	802.25
200801_x_at	405.4	548.7249999999999	1211.4	233.15	1298.15	12780.9	356.9	211.75	853.15	802.25
200802_at	405.4	548.7249999999999	1211.4	233.15	1298.15	12780.9	356.9	211.75	853.15	802.25
200803_s_at	405.4	548.7249999999999	1211.4	233.15	1298.15	12780.9	145.65	211.75	853.15	802.25
200804_at	405.4	548.7249999999999	1211.4	233.15	1298.15	12780.9	145.65	211.75	853.15	802.25
200805_at	405.4	548.7249999999999	1211.4	970.5	1298.15	12780.9	145.65	211.75	853.15	802.25
200806_s_at	405.4	548.7249999999999	1211.4	970.5	1298.15	12780.9	145.65	211.75	853.15	802.25
200807_s_at	405.4	548.7249999999999	1211.4	970.5	1298.15	12780.9	145.65	211.75	853.15	853.15
200808_s_at	405.4	548.7249999999999	1211.4	970.5	1298.15	12780.9	145.65	211.75	853.15	853.15
200809_x_at	1824.5	548.7249999999999	1211.4	970.5	1298.15	12780.9	145.65	211.75	231.25	853.15
200810_s_at	8365.5	548.7249999999999	1211.4	970.5	10449.75	12780.9	145.65	211.75	231.25	1635.5
200811_at	8365.5	548.7249999999999	1211.4	970.5	10449.75	12780.9	145.65	211.75	231.25	1511.3
200812_at	8365.5	548.7249999999999	1211.4	970.5	10449.75	12780.9	10250.9	461.79999999999995	231.25	534.0
200813_s_at	8365.5	548.7249999999999	1211.4	970.5	10449.75	12780.9	259.55	461.79999999999995	231.25	494.0
200814_at	8365.5	548.7249999999999	1211.4	970.5	10449.75	12780.9	259.55	461.79999999999995	231.25	1420.8
200815_s_at	8365.5	548.7249999999999	1211.4	970.5	10449.75	12780.9	259.55	461.79999999999995	231.25	388.3
200816_s_at	8365.5	548.7249999999999	1211.4	970.5	10449.75	12780.9	259.55	461.79999999999995	231.25	430.3
200817_x_at	8365.5	548.7249999999999	1211.4	970.5	10449.75	12780.9	259.55	461.79999999999995	231.25	7809.3
200818_at	8365.5	548.7249999999999	1211.4	970.5	10449.75	520.65	259.55	461.79999999999995	399.3	1096.8
200819_s_at	78.65	548.7249999999999	1211.4	970.5	10449.75	520.65	259.55	461.79999999999995	399.3	7732.5
200820_at	78.65	548.7249999999999	1211.4	970.5	10449.75	520.65	259.55	461.79999999999995	399.3	474.3
200821_at	78.65	548.7249999999999	1211.4	145.5	10449.75	520.65	259.55	461.79999999999995	399.3	110.65
200822_x_at	78.65	548.7249999999999	548.7249999999999	145.5	670.3	520.65	259.55	461.79999999999995	399.3	110.65
200823_x_at	78.65	548.7249999999999	548.7249999999999	145.5	670.3	520.65	259.55	461.79999999999995	399.3	110.65
200824_at	78.65	548.7249999999999	548.7249999999999	145.5	670.3	520.65	259.55	461.79999999999995	399.3	110.65
200825_s_at	78.65	5347.65	548.7249999999999	145.5	670.3	520.65	259.55	461.79999999999995	399.3	276.9
200826_at	78.65	983.15	548.7249999999999	145.5	670.3	520.65	259.55	461.79999999999995	399.3	276.9
200827_at	78.65	983.15	548.7249999999999	145.5	670.3	520.65	259.55	461.79999999999995	3770.5	299.5
200828_s_at	78.65	983.15	548.7249999999999	145.5	670.3	520.65	259.55	242.9	460.04999999999995	1019.3
200829_x_at	78.65	983.15	548.7249999999999	145.5	670.3	520.65	259.55	242.9	460.04999999999995	659.0
200830_at	78.65	983.15	548.7249999999999	145.5	7589.299999999999	520.65	259.55	242.9	460.04999999999995	503.0
200831_s_at	78.65	983.15	548.7249999999999	145.5	441.0	520.65	259.55	242.9	460.04999999999995	335.15
200832_s_at	78.65	983.15	548.7249999999999	145.5	441.0	520.65	259.55	242.9	460.04999999999995	335.15
200833_s_at	970.5	983.15	159.65	145.5	441.0	520.65	944.65	242.9	460.04999999999995	335.15
200834_s_at	970.5	983.15	159.65	319.55	441.0	520.65	944.65	242.9	460.04999999999995	335.15
200835_s_at	970.5	983.15	159.65	319.55	441.0	520.65	944.65	242.9	460.04999999999995	335.15
200836_s_at	970.5	983.15	159.65	319.55	441.0	520.65	944.65	1307.0	460.04999999999995	335.15
200837_at	970.5	983.15	159.65	319.55	441.0	520.65	944.65	2192.8	377.9	335.15
200838_at	970.5	983.15	159.65	319.55	229.05	520.65	944.65	2192.8	377.9	432.0
200839_s_at	970.5	983.15	159.65	319.55	229.05	5216.9	944.65	2192.8	377.9	432.0
200840_at	970.5	983.15	159.65	319.55	229.05	634.0	944.65	2192.8	377.9	432.0
200841_s_at	970.5	983.15	288.9	1673.9	229.05	634.0	944.65	2192.8	377.9	432.0
200842_s_at	970.5	983.15	288.9	1673.9	229.05	634.0	944.65	1387.65	377.9	432.0
200843_s_at	970.5	983.15	288.9	1673.9	229.05	634.0	944.65	1129.65	377.9	432.0
200844_s_at	970.5	983.15	288.9	1673.9	229.05	634.0	1387.65	1129.65	944.65	432.0
200845_s_at	970.5	983.15	288.9	1673.9	229.05	634.0	548.7249999999999	1129.65	944.65	432.0
200846_s_at	970.5	983.15	288.9	1673.9	229.05	634.0	548.7249999999999	1129.65	944.65	432.0
200847_s_at	970.5	983.15	288.9	1673.9	229.05	634.0	548.7249999999999	1129.65	944.65	432.0
200848_at	970.5	983.15	288.9	1673.9	229.05	582.4	548.7249999999999	1129.65	944.65	432.0
200849_s_at	970.5	983.15	288.9	1673.9	229.05	582.4	548.7249999999999	944.65	944.65	432.0
200850_s_at	632.55	983.15	288.9	1673.9	12182.15	582.4	548.7249999999999	944.65	124.0	432.0
200851_s_at	632.55	983.15	288.9	1673.9	12182.15	582.4	548.7249999999999	944.65	124.0	432.0
200852_x_at	632.55	983.15	288.9	1211.4	12182.15	582.4	548.7249999999999	944.65	124.0	432.0
200853_at	632.55	983.15	288.9	1211.4	12182.15	582.4	548.7249999999999	944.65	124.0	390.15
200854_at	632.55	983.15	288.9	1211.4	12182.15	582.4	548.7249999999999	944.65	124.0	390.15
200855_at	632.55	983.15	288.9	1211.4	12182.15	582.4	548.7249999999999	944.65	124.0	390.15
200856_x_at	632.55	983.15	288.9	1211.4	12182.15	582.4	740.4	944.65	124.0	390.15
200857_s_at	632.55	983.15	288.9	1211.4	12182.15	582.4	740.4	944.65	124.0	91.75
200858_s_at	632.55	983.15	288.9	1211.4	12182.15	582.4	740.4	944.65	124.0	91.75
200859_x_at	632.55	983.15	80.15	1211.4	12182.15	582.4	740.4	944.65	124.0	91.75
200860_s_at	632.55	983.15	80.15	1211.4	12182.15	582.4	740.4	944.65	124.0	91.75
200861_at	632.55	983.15	80.15	1211.4	12182.15	582.4	740.4	944.65	124.0	119.25
200862_at	632.55	983.15	80.15	1211.4	12182.15	582.4	740.4	944.65	124.0	119.25
200863_s_at	632.55	983.15	80.15	1211.4	12182.15	582.4	740.4	944.65	124.0	119.25
200864_s_at	632.55	983.15	80.15	810.4	12182.15	400.55	740.4	944.65	336.05	119.25
200865_at	632.55	983.15	80.15	810.4	121.55000000000001	400.55	740.4	944.65	336.05	119.25
200866_s_at	406.9	983.15	80.15	810.4	121.55000000000001	400.55	740.4	1115.0	336.05	119.25
200867_at	406.9	983.15	80.15	810.4	121.55000000000001	400.55	740.4	294.8	336.05	119.25
200868_s_at	406.9	983.15	80.15	810.4	121.55000000000001	400.55	740.4	426.8	336.05	418.75
200869_at	406.9	983.15	80.15	810.4	121.55000000000001	400.55	740.4	7036.3	336.05	418.75
200870_at	406.9	394.5	80.15	810.4	121.55000000000001	400.55	740.4	516.0	336.05	418.75
200871_s_at	406.9	841.5	80.15	810.4	121.55000000000001	400.55	740.4	1733.0	336.05	418.75
200872_at	406.9	309.3	552.65	406.9	121.55000000000001	400.55	9826.5	672.8	336.05	418.75
200873_s_at	406.9	496.8	552.65	406.9	424.9	400.55	9826.5	689.5	336.05	122.65
200874_s_at	406.9	169.3	552.65	406.9	424.9	400.55	9826.5	257.3	336.05	122.65
200875_s_at	406.9	267.8	552.65	406.9	424.9	400.55	9826.5	2056.65	336.05	122.65
200876_s_at	406.9	407.5	552.65	406.9	424.9	400.55	9826.5	208.4	336.05	122.65
200877_at	406.9	630.5	552.65	406.9	424.9	400.55	9826.5	208.4	336.05	122.65
200878_at	406.9	90.3	552.65	406.9	424.9	400.55	9826.5	208.4	336.05	122.65
200879_s_at	406.9	84.5	552.65	234.25	424.9	400.55	9826.5	208.4	908.4	122.65
200880_at	406.9	298.0	552.65	234.25	424.9	400.55	9826.5	208.4	908.4	122.65
200881_s_at	406.9	319.5	552.65	234.25	424.9	400.55	9826.5	208.4	908.4	122.65
200882_s_at	406.9	474.5	552.65	234.25	118.05000000000001	400.55	9826.5	471.7	422.3	122.65
200883_at	406.9	217.3	552.65	234.25	118.05000000000001	400.55	9826.5	471.7	422.3	122.65
200884_at	406.9	105.3	552.65	234.25	118.05000000000001	400.55	9826.5	471.7	422.3	96.3
200885_at	97.0	292.8	552.65	234.25	118.05000000000001	400.55	9826.5	471.7	422.3	96.3
200886_s_at	97.0	592.3	552.65	234.25	118.05000000000001	400.55	9826.5	471.7	422.3	96.3
200887_s_at	97.0	287.8	552.65	234.25	118.05000000000001	400.9	9826.5	471.7	422.3	96.3
200888_s_at	97.0	3823.0	552.65	962.15	118.05000000000001	400.9	9826.5	471.7	422.3	96.3
200889_s_at	97.0	136.3	454.65	962.15	118.05000000000001	400.9	9826.5	471.7	422.3	96.3
200890_s_at	97.0	388.25	454.65	962.15	118.05000000000001	400.9	9826.5	471.7	422.3	96.3
200891_s_at	97.0	388.25	454.65	962.15	118.05000000000001	400.9	9826.5	471.7	422.3	96.3
200892_s_at	97.0	388.25	454.65	962.15	118.05000000000001	400.9	9826.5	471.7	422.3	633.05
200893_at	97.0	388.25	454.65	962.15	118.05000000000001	400.9	765.25	471.7	1036.0	633.05
200894_s_at	97.0	388.25	454.65	962.15	118.05000000000001	400.9	765.25	471.7	1036.0	633.05
200895_s_at	1267.8	388.25	454.65	962.15	118.05000000000001	400.9	765.25	471.7	1036.0	633.05
200896_x_at	1267.8	970.5	454.65	962.15	118.05000000000001	400.9	765.25	471.7	1036.0	962.15
200897_s_at	1267.8	970.5	454.65	962.15	118.05000000000001	400.9	765.25	471.7	1036.0	962.15
200898_s_at	1267.8	970.5	454.65	962.15	159.65	400.9	207.8	471.7	1036.0	962.15
200899_s_at	1267.8	970.5	454.65	962.15	159.65	400.9	207.8	471.7	1036.0	962.15
200900_s_at	1267.8	970.5	454.65	962.15	159.65	400.9	207.8	471.7	1036.0	962.15
200901_s_at	1267.8	970.5	454.65	962.15	159.65	400.9	207.8	1648.15	1036.0	898.9
200902_at	1267.8	970.5	454.65	962.15	159.65	400.9	207.8	486.25	1036.0	898.9
200903_s_at	1267.8	970.5	454.65	962.15	159.65	400.9	207.8	486.25	1036.0	898.9
200904_at	1267.8	970.5	454.65	962.15	159.65	400.9	207.8	486.25	1036.0	898.9
200905_x_at	1267.8	970.5	454.65	962.15	159.65	400.9	207.8	486.25	1036.0	898.9
200906_s_at	1267.8	970.5	454.65	1824.5	159.65	400.9	207.8	486.25	1036.0	898.9
200907_s_at	1267.8	970.5	454.65	1824.5	159.65	400.9	207.8	486.25	1036.0	898.9
200908_s_at	1267.8	970.5	454.65	1824.5	159.65	10250.9	207.8	486.25	1036.0	898.9
200909_s_at	1267.8	970.5	454.65	1824.5	159.65	2649.05	207.8	486.25	5762.8	898.9
200910_at	1267.8	970.5	454.65	1824.5	10250.9	2649.05	207.8	486.25	5762.8	898.9
200911_s_at	1267.8	970.5	454.65	1824.5	10250.9	2649.05	207.8	486.25	5762.8	898.9
200912_s_at	1267.8	970.5	454.65	1824.5	10250.9	2649.05	207.8	486.25	5762.8	898.9
200913_at	1267.8	970.5	7170.9	1824.5	10250.9	2649.05	207.8	486.25	5762.8	898.9
200914_x_at	1267.8	970.5	7170.9	1824.5	10250.9	2649.05	244.3	486.25	5762.8	305.0
200915_x_at	1267.8	970.5	7170.9	1824.5	10250.9	2649.05	244.3	486.25	338.15	305.0
200916_at	1267.8	970.5	7170.9	1824.5	10250.9	2649.05	244.3	486.25	338.15	305.0
200917_s_at	1267.8	970.5	7170.9	1824.5	10250.9	2649.05	244.3	486.25	338.15	305.0
200918_s_at	439.3	962.15	1538.0	1824.5	890.9	2649.05	244.3	486.25	338.15	305.0
200919_at	439.3	962.15	1538.0	1824.5	890.9	2649.05	244.3	486.25	338.15	305.0
200920_s_at	439.3	962.15	1538.0	1824.5	890.9	1276.4	244.3	962.15	338.15	305.0
200921_s_at	439.3	962.15	1538.0	1824.5	890.9	1276.4	244.3	962.15	338.15	305.0
200922_at	439.3	962.15	1538.0	1824.5	890.9	1276.4	244.3	962.15	338.15	118.55000000000001
200923_at	439.3	962.15	1538.0	12182.15	890.9	1276.4	397.4	962.15	338.15	118.55000000000001
200924_s_at	439.3	962.15	1538.0	12182.15	890.9	1276.4	397.4	962.15	338.15	118.55000000000001
200925_at	439.3	962.15	1538.0	12182.15	890.9	1276.4	397.4	962.15	338.15	118.55000000000001
200926_at	439.3	962.15	1538.0	12182.15	890.9	1276.4	397.4	962.15	3517.0	118.55000000000001
200927_s_at	439.3	962.15	1538.0	12182.15	890.9	1276.4	397.4	962.15	361.9	118.55000000000001
200928_s_at	439.3	962.15	1538.0	12182.15	85.15	1276.4	397.4	962.15	361.9	118.55000000000001
200929_at	439.3	962.15	1538.0	937.4	85.15	1276.4	397.4	962.15	361.9	118.55000000000001
200930_s_at	439.3	962.15	8493.25	937.4	85.15	1276.4	397.4	962.15	361.9	118.55000000000001
200931_s_at	439.3	962.15	8493.25	937.4	85.15	1276.4	397.4	962.15	361.9	327.75
200932_s_at	439.3	962.15	8493.25	937.4	85.15	1276.4	397.4	962.15	361.9	327.75
200933_x_at	439.3	962.15	8493.25	937.4	85.15	1276.4	397.4	962.15	361.9	327.75
200934_at	439.3	962.15	8493.25	937.4	85.15	1276.4	792.65	962.15	361.9	327.75
200935_at	439.3	962.15	8493.25	937.4	85.15	1276.4	361.8	7994.4	361.9	327.75
200936_at	439.3	962.15	8493.25	937.4	85.15	1276.4	361.8	7994.4	361.9	327.75
200937_s_at	439.3	962.15	8493.25	937.4	85.15	1276.4	361.8	7994.4	361.9	327.75
200938_s_at	439.3	962.15	8493.25	937.4	85.15	1276.4	361.8	7994.4	361.9	118.55000000000001
200939_s_at	439.3	962.15	8493.25	937.4	85.15	1276.4	361.8	7994.4	361.9	118.55000000000001
200940_s_at	439.3	962.15	8493.25	937.4	85.15	1276.4	361.8	7994.4	361.9	118.55000000000001
200941_at	439.3	962.15	8493.25	937.4	85.15	1276.4	361.8	7994.4	220.9	118.55000000000001
200942_s_at	439.3	962.15	8493.25	937.4	85.15	1276.4	361.8	7994.4	220.9	118.55000000000001
200943_at	439.3	962.15	8493.25	9100.15	1170.55	1276.4	361.8	7994.4	220.9	118.55000000000001
200944_s_at	439.3	962.15	8493.25	9100.15	1170.55	1276.4	361.8	7994.4	220.9	118.55000000000001
200945_s_at	186.05	962.15	8493.25	9100.15	1170.55	911.75	361.8	1249.4	220.9	118.55000000000001
200946_x_at	186.05	962.15	5947.799999999999	9100.15	1170.55	911.75	361.8	1249.4	220.9	118.55000000000001
200947_s_at	186.05	962.15	3890.0	9100.15	1170.55	911.75	361.8	1249.4	220.9	118.55000000000001
200948_at	186.05	962.15	3890.0	9100.15	1170.55	911.75	361.8	1249.4	220.9	118.55000000000001
200949_x_at	186.05	962.15	3890.0	9100.15	1170.55	911.75	361.8	1249.4	220.9	118.55000000000001
200950_at	186.05	962.15	3890.0	9100.15	1170.55	911.75	361.8	1249.4	220.9	118.55000000000001
200951_s_at	186.05	962.15	3890.0	9100.15	1170.55	911.75	361.8	1249.4	220.9	118.55000000000001
200952_s_at	186.05	962.15	3890.0	9100.15	1170.55	911.75	5347.65	1249.4	220.9	118.55000000000001
200953_s_at	186.05	962.15	3890.0	9100.15	1170.55	911.75	395.15	1249.4	220.9	118.55000000000001
200954_at	186.05	962.15	3890.0	9100.15	1170.55	911.75	395.15	1249.4	220.9	286.0
200955_at	186.05	962.15	3890.0	9100.15	1170.55	911.75	395.15	1249.4	220.9	286.0
200956_s_at	186.05	962.15	424.9	526.15	1170.55	911.75	395.15	1249.4	220.9	286.0
200957_s_at	186.05	962.15	424.9	526.15	1425.65	911.75	395.15	1249.4	220.9	960.15
200958_s_at	186.05	962.15	424.9	526.15	1425.65	911.75	395.15	1249.4	220.9	960.15
200959_at	427.3	962.15	424.9	526.15	1425.65	911.75	395.15	6534.299999999999	128.15	960.15
200960_x_at	330.8	962.15	424.9	526.15	1425.65	911.75	395.15	6534.299999999999	128.15	960.15
200961_at	217.0	962.15	424.9	526.15	1425.65	911.75	395.15	6534.299999999999	128.15	960.15
200962_at	266.0	962.15	424.9	526.15	1425.65	911.75	395.15	6534.299999999999	128.15	960.15
200963_x_at	3813.0	378.0	424.9	526.15	1425.65	911.75	395.15	6534.299999999999	128.15	960.15
200964_at	416.3	378.0	424.9	89.55	1425.65	911.75	395.15	6534.299999999999	128.15	960.15
200965_s_at	454.5	378.0	424.9	89.55	1425.65	911.75	395.15	6534.299999999999	128.15	960.15
200966_x_at	706.5	378.0	460.04999999999995	89.55	1425.65	911.75	395.15	6534.299999999999	128.15	960.15
200967_at	196.0	378.0	460.04999999999995	89.55	1425.65	911.75	395.15	6534.299999999999	128.15	960.15
200968_s_at	244.5	378.0	460.04999999999995	89.55	1425.65	911.75	395.15	6534.299999999999	128.15	960.15
200969_at	119.8	378.0	460.04999999999995	89.55	1425.65	911.75	1267.8	6534.299999999999	377.65	364.15
200970_s_at	200.15	378.0	460.04999999999995	89.55	1425.65	911.75	1267.8	6534.299999999999	377.65	364.15
200971_s_at	200.15	378.0	460.04999999999995	89.55	1129.55	911.75	1267.8	6534.299999999999	377.65	364.15
200972_at	200.15	378.0	460.04999999999995	89.55	1129.55	911.75	1267.8	6534.299999999999	377.65	364.15
200973_s_at	200.15	378.0	460.04999999999995	781.9	1129.55	911.75	1267.8	6534.299999999999	377.65	364.15
200974_at	200.15	378.0	460.04999999999995	781.9	1129.55	911.75	1267.8	6534.299999999999	377.65	364.15
200975_at	200.15	378.0	460.04999999999995	781.9	1129.55	911.75	1267.8	6534.299999999999	377.65	364.15
200976_s_at	200.15	378.0	460.04999999999995	781.9	962.15	911.75	1267.8	6534.299999999999	377.65	588.5
200977_s_at	200.15	378.0	460.04999999999995	781.9	962.15	336.4	1267.8	6534.299999999999	377.65	407.8
200978_at	200.15	378.0	460.04999999999995	781.9	962.15	336.4	1267.8	6534.299999999999	377.65	630.0
200979_at	200.15	378.0	460.04999999999995	781.9	962.15	336.4	1267.8	6534.299999999999	377.65	246.3
200980_s_at	200.15	378.0	460.04999999999995	781.9	962.15	336.4	1267.8	3021.15	377.65	445.5
200981_x_at	200.15	378.0	13951.5	781.9	962.15	336.4	1267.8	3021.15	377.65	3277.0
200982_s_at	200.15	378.0	13951.5	781.9	962.15	336.4	1267.8	3021.15	377.65	785.3
200983_x_at	200.15	378.0	13951.5	781.9	962.15	336.4	1267.8	3021.15	147.4	332.5
200984_s_at	200.15	378.0	13951.5	781.9	962.15	336.4	1267.8	3021.15	147.4	370.0
200985_s_at	195.15	378.0	13951.5	781.9	962.15	336.4	425.0	3021.15	147.4	231.8
200986_at	195.15	378.0	13951.5	781.9	296.75	336.4	425.0	3021.15	147.4	284.5
200987_x_at	195.15	378.0	13951.5	781.9	296.75	336.4	425.0	3021.15	147.4	365.3
200988_s_at	195.15	378.0	13951.5	781.9	296.75	336.4	425.0	3021.15	147.4	308.3
200989_at	195.15	378.0	13951.5	960.15	296.75	336.4	425.0	3021.15	147.4	299.75
200990_at	195.15	582.4	13951.5	960.15	296.75	336.4	425.0	3021.15	147.4	299.75
200991_s_at	195.15	582.4	13951.5	960.15	296.75	336.4	425.0	3021.15	147.4	299.75
200992_at	195.15	582.4	13951.5	960.15	296.75	336.4	425.0	3021.15	147.4	299.75
